sentences	audioFilename
सौरभाचीं गिरेस्तकायेचीं सपनां अशें तरेन भंगलीं.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0131_S-0390.wav
गोंयचो पाव म्हारग जाला.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0060_S-0103.wav
आयचो इंग्लिश पेपर कठिण आशिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0028_S-0114.wav
सगळ्यांकूच आपलो वंश मुखार व्हरपाक घरांत चलो जाय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0344_S-0377.wav
रश्मीन गळ्याक भांगराची सरपळी घाल्या.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0252_S-0389.wav
हारशान दिसता तें आपलेंच प्रतिरूप.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0350_S-0293.wav
साखरेचो मोल साठ रूपया किलो जाला.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0488_S-0209.wav
लायट गेल्या उपरांत मेणवातिचो उगडास येता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0470_S-0227.wav
रामान परिक्षेक येस मेळोवंक खूब धडपड केली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0182_S-0269.wav
रक्ताचो दोश पयस करपाक हिरवी भाजी मोलाचे योगदान दिता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0246_S-0376.wav
म्हैसुरची घरां पळोवन तानभुक न्हिवता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0117_S-0145.wav
खरें भांगर खंयचे हाची पारख फकत सोनारच करपाक शकता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0351_S-0132.wav
अकस्मात पावसाचो व्हड वझरो आयलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0500_S-0192.wav
दुकानदराकडेन आशिल्ली थकबाकी दिवन रमेश गांव सोडून गेलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0385_S-0252.wav
गुलाब हें सगळ्यात सुंदर फुल.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0384_S-0312.wav
रमा आंज जावन समक्ष आयलें म्हूण बरें दिसलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0059_S-0016.wav
रावण रामाक शरण गेल्लो जाल्यार रामायण जावचेंच नाशिल्लें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0185_S-0371.wav
पावस नाशिल्ल्यान नाल्ल वांझ जालें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0141_S-0193.wav
अंबर हो मायेस्त भुरगो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0140_S-0106.wav
ब्राम्हण भुरग्याक मुंजीवेळार बापुय गायत्री मंत्राचो कानमंत्र दितात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0378_S-0283.wav
बाबडो यशवंत! आवय आतां तापयतली हया विचारान सामको गळसणलो	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0242_S-0136.wav
अशें म्हणतात बायलांमदीं खूब सहनशक्त आसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0106_S-0375.wav
शेवटाक आवयबापायन पूर्वाक माफ केलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0099_S-0304.wav
रत्नागिरी वाठारांत आंब्याची लागवण चड प्रमाणान जाता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0175_S-0060.wav
मंथनाच्या हाताक उजो लागून फोड आयलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0351_S-0088.wav
मॅरीचे लंगडावप म्हाका दुखी करतालें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0131_S-0354.wav
घरां पावतकच यशवंत पोटभर जेवलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0146_S-0317.wav
पाकिस्तान आतंवद्याक सहकार्य करता हो कायम ठपको ताचेर लागलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0188_S-0206.wav
आयज फांतोडेर सावन पावस रकता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0380_S-0092.wav
सगळया घरभर घरूं जालां.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0093_S-0148.wav
शिपयो एकठांय करप हो संकेताचो छंद आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0345_S-0170.wav
सकाळची पयली च्या बलकांवात रावन पिवपाची मजाच वेगळी आसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0501_S-0307.wav
मुंबय हे एक व्हड शहर जावन आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0101_S-0404.wav
दत्ताबाब पसऱयाचेर वेवसायात खंडप करपाक हुशार आशिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0235_S-0128.wav
हिमेश रशमियाकडेन गावपाची उत्तम ढब आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0058_S-0233.wav
रमाक शिकपाची अनिच्छा जाल्या.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0131_S-0176.wav
गोवा कोंकणी अकादेमीन ‘कोंकणी शुध्दलेखनाचे नेम’ पुस्तकाची चवथी आवृत्ती उजवाडायली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0066_S-0011.wav
रांनपघरांतल्यान आयदनांचो ठणठण आवाज आयलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0493_S-0213.wav
एके बागेंत एक मोर रावतालो तो आपुण पाखां फुलोवन नाचतकच,तो सामको गर्वान फुलतालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0387_S-0350.wav
राजेश टपोरी शिटी बरी वाजयता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0139_S-0197.wav
पोलिसांनी चोरासकट चोरिल्लो ऐवज म्हाल सोदलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0200_S-0079.wav
पावसा दिसांनी जळार भयंकर जातात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0370_S-0180.wav
सौरभाचीं गिरेस्तकायेचीं सपनां अशें तरेन भंगलीं.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0244_S-0390.wav
शाळेच्या गँदरिंगाक देशभकतीचेर नाटक करपाचो प्रस्ताव हावे कमिटीमुखार दवरलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0344_S-0367.wav
आपल्या चुकिची क्षमा मागपाक लज कसली?	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0378_S-0416.wav
सुनेक फकत छळपाचेंच काम सासू करता अशें ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0480_S-0171.wav
भौशीक वाटारांनी सिगार ओडपाक सक्त मनाय आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0105_S-0098.wav
पणसाच्या पानांची पत्रावळ करतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0088_S-0412.wav
वाहन सावकाश आनी लक्षपूर्वक चलयल्यार अपघात कमी जावं येता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0030_S-0085.wav
वाहन सावकाश आनी लक्षपूर्वक चलयल्यार अपघात कमी जावं येता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0070_S-0085.wav
मनोहर पर्रिकार हांका गोंयकार भाऊ ह्या टोपण नांवान वळखतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0387_S-0063.wav
गुलाब हें सगळ्यात सुंदर फुल.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0472_S-0312.wav
चणक खावपाक रूचकर नुस्तें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0375_S-0228.wav
तिळेलचें लोणचे रूचीक जाता आनी चड काळ उरता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0088_S-0072.wav
साखरेचो मोल साठ रूपया किलो जाला.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0463_S-0209.wav
कोणंय कोणाच्याय कामाक ढवळाढवळ करपाचो ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0235_S-0235.wav
मडक्यातलें उदक चड वेळ मेरेन थंड आसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0262_S-0323.wav
दोळे आसून गांधारी अंध जावन रावली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0090_S-0274.wav
सुनामीन येवन खुबशा लोकांक बेघर केलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0193_S-0151.wav
श्रीफळ आनी शॉंल दिवन निवृत्त जाल्ल्या अध्यापकाचो मुखेलमंत्र्यान सत्कार केलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0502_S-0301.wav
मखमलाची गादी मोव लागता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0489_S-0104.wav
सगळ्यात व्हड मनीस जावपाची मोख म्हजी आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0396_S-0133.wav
वास्को द गामान गोंयचो सोद लायलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0406_S-0265.wav
गोंयकार सगळ्यो परबो व्हडा उमेदीन आनी खोशयेन मनयतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0057_S-0074.wav
मुंबय हे एक व्हड शहर जावन आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0390_S-0404.wav
काणकोणचें पणस बरें रसाळ लागतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0500_S-0411.wav
अशें म्हणतात बायलांमदीं खूब सहनशक्त आसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0386_S-0375.wav
सगळ्यांकूच आपलो वंश मुखार व्हरपाक घरांत चलो जाय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0060_S-0377.wav
रमेशान देवाक फुलछडी ओंपली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0262_S-0173.wav
हावें मेजार दवरिल्लें पुस्तक थंय आसुंकूच जाय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0125_S-0051.wav
वागोणेक पळोवन तिणें आंग काडले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0131_S-0014.wav
कमळाचें फूल सगळ्यांकूच खूब आवडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0491_S-0008.wav
चाळोवप हें बरें न्हय असो उपदेस शिक्षकान भुरग्याक दिलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0244_S-0102.wav
हासत रावप हेंच सगळ्यात व्हडलें वखद.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0383_S-0266.wav
रामायण आनी महाभारत हें आमचें धर्म ग्रंथ.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0382_S-0258.wav
मेस्त खरवत घेवन लाकूड सपासप कापता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0354_S-0126.wav
आमच्या हॉस्टेलात उदक मुबलक प्रमाणान येता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0193_S-0310.wav
यशवंत आनी जयेश हांचेभितर खर इश्टागत आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0097_S-0249.wav
शिपयो एकठांय करप हो संकेताचो छंद आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0028_S-0170.wav
राम हरशी दोनांक जेवणाक पावतालो पूण आयज चार जाली तरी पत्तो ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0354_S-0345.wav
शेवटाक आवयबापायन पूर्वाक माफ केलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0385_S-0304.wav
आपल्या चुकिची क्षमा मागपाक लज कसली?	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0381_S-0416.wav
आजो सदांच नातवाचे खूब लाड करता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0064_S-0094.wav
गोंयान खतखतें फामाद आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0175_S-0246.wav
रमाक शिकपाची अनिच्छा जाल्या.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0468_S-0176.wav
रमाक शिकपाची अनिच्छा जाल्या.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0494_S-0176.wav
रमा आंज जावन समक्ष आयलें म्हूण बरें दिसलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0093_S-0016.wav
एका सोबीत रानांन एक सोबीत तळें आशिल्लें तांतूत तीन नुस्तीं रावतालीं.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0463_S-0242.wav
वास्को द गामान गोंयचो सोद लायलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0067_S-0265.wav
पूर्वाक चड बडबड करपाची सवय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0347_S-0339.wav
आयज मळबांन काळी कुपां पसरल्यात घडये पावस पडटलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0068_S-0410.wav
तिळेलचें लोणचे रूचीक जाता आनी चड काळ उरता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0175_S-0072.wav
सुमति अपंग जावन लेगीत ताणें आपल्या हुशारकायेन आपले आनी गांवचें नांव वयर काडले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0488_S-0036.wav
म्हादय न्हंय वाचोवपाचो ओघ गोंयकाराक लागिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0385_S-0153.wav
महानंदाचेर लोकांक पयलेच शक आशिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0491_S-0122.wav
रामाचें अपघाती मरण जाला हें कळ्ळें तेंन्ना वायट दिसलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0175_S-0203.wav
आयचो कामगार वर्ग मालकांच्या अन्याया आड विद्रोह करतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0493_S-0405.wav
मनोहरराय सरदेसाय हे कोंकणीचे अजरंवर कवी.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0435_S-0045.wav
दर दिसा भाटकार शेतांत येतालो आनी हात हालयत परतो वतालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0476_S-0200.wav
हांवे च्या आनी तीन बिस्किटां घेतली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0122_S-0285.wav
षडानन हो शिवशंकराचो चलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0263_S-0381.wav
ऑलिव्हिन्यू गॉमिश हांणी ‘कोंकणी सरस्पतिचो इतिहास’ हें पुस्तक बरयलां.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0488_S-0030.wav
हांवे फकत शंबर रूपयान पुस्तक विकत घेतले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0252_S-0120.wav
काणकोणचे निरपणस खावपाक गोड लागतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0245_S-0226.wav
पोलिसांनी चोरासकट चोरिल्लो ऐवज म्हाल सोदलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0385_S-0079.wav
एकसंघ जावन काम केलें जाल्यार काम बेगीन जाता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0398_S-0154.wav
साखरेचो मोल साठ रूपया किलो जाला.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0480_S-0209.wav
गुजरात राज्यान सरकारान सोऱयाचेर जें निर्बंध लायल्यात तशेंच सगळ्याक लावप.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0065_S-0275.wav
णव लोकांचो पंगड करून राम पोलिस स्टेशनार गेलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0364_S-0223.wav
झाडा नष्ठ जाल्यान जमिनीतलें उदकाचो शोष जाऊंक लागला.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0405_S-0387.wav
सव्वीस जानेवारी हो दिस आमी प्रजासत्ताक दीस म्हूण मनयतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0028_S-0073.wav
सीतेचो सांबाळ करपाचें उतर लक्ष्मणान रामाक दिलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0190_S-0245.wav
पडवळ्याची भाजी सुवादिक लागता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0134_S-0289.wav
परिक्षेच्या दिसांनी भुरग्यांनी अभ्यास करुंक जाय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0007_S-0052.wav
सुनेक फकत छळपाचेंच काम सासू करता अशें ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0147_S-0171.wav
कामेऱयां पावसांत शेतांतल्या वावरा वेळार माथ्यार लांब कंडो घेतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0219_S-0117.wav
सगळ्या गावांत मंथना सारखो नाड भुरगो कोण ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0500_S-0220.wav
अजय आपल्या सहकार्या वांगडा बुरूझातल्यान पळून गेलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0381_S-0195.wav
अठरा रूपया दिवन शामान पुस्तक विकत घेतलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0246_S-0211.wav
सव्वीस जानेवारी हो दिस आमी प्रजासत्ताक दीस म्हूण मनयतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0201_S-0073.wav
एघो शेतांतली खोल जमीन म्हळ्यार ओंड.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0085_S-0090.wav
परिक्षेच्या वेळापत्रकात फेरबदल करपाचो निर्णय शिक्षण संचालकान घेतलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0355_S-0309.wav
पावस नाशिल्ल्यान नाल्ल वांझ जालें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0479_S-0193.wav
